test_no,crash_type,angle,speed_kph,category
7438,VEHICLE INTO POLE,270.0,32.0,Side
7439,IMPACTOR INTO VEHICLE,270.0,62.4,Side
7440,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7442,ROLLOVER,132.0,32.0,Rollover
7443,ROLLOVER,135.0,24.0,Rollover
7448,IMPACTOR INTO VEHICLE,270.0,61.45,Side
7449,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7450,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7451,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7452,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7453,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7454,VEHICLE INTO POLE,270.0,32.0,Side
7455,VEHICLE INTO POLE,270.0,32.1,Side
7460,VEHICLE INTO BARRIER,0.0,56.4,Frontal
7461,IMPACTOR INTO VEHICLE,270.0,62.4,Side
7462,VEHICLE INTO POLE,270.0,31.53,Side
7463,VEHICLE INTO POLE,270.0,31.6,Side
7464,VEHICLE INTO BARRIER,0.0,56.6,Frontal
7465,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7466,VEHICLE INTO POLE,270.0,32.0,Side
7467,IMPACTOR INTO VEHICLE,345.0,90.25,Rear
7469,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7470,IMPACTOR INTO VEHICLE,270.0,62.02,Side
7471,VEHICLE INTO BARRIER,0.0,56.5,Frontal
7472,VEHICLE INTO POLE,270.0,31.9,Side
7473,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7474,VEHICLE INTO POLE,270.0,32.1,Side
7475,VEHICLE INTO BARRIER,0.0,56.4,Frontal
7477,VEHICLE INTO POLE,270.0,31.96,Side
7478,VEHICLE INTO BARRIER,0.0,56.26,Frontal
7479,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7481,VEHICLE INTO BARRIER,0.0,56.56,Frontal
7482,VEHICLE INTO BARRIER,0.0,56.62,Frontal
7483,IMPACTOR INTO VEHICLE,270.0,61.94,Side
7484,IMPACTOR INTO VEHICLE,270.0,62.31,Side
7485,VEHICLE INTO POLE,270.0,32.46,Side
7486,IMPACTOR INTO VEHICLE,270.0,62.43,Side
7487,VEHICLE INTO POLE,270.0,32.0,Side
7488,VEHICLE INTO BARRIER,0.0,56.15,Frontal
7489,VEHICLE INTO POLE,270.0,32.0,Side
7492,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7493,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7494,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7495,VEHICLE INTO BARRIER,0.0,56.4,Frontal
7496,VEHICLE INTO POLE,270.0,32.22,Side
7497,VEHICLE INTO POLE,270.0,32.1,Side
7498,IMPACTOR INTO VEHICLE,270.0,62.0,Side
7499,ROLLOVER,0.0,0.0,Rollover
7500,ROLLOVER,0.0,0.0,Rollover
7501,ROLLOVER,0.0,0.0,Rollover
7502,VEHICLE INTO BARRIER,0.0,56.61,Frontal
7503,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7504,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7505,VEHICLE INTO BARRIER,0.0,56.03,Frontal
7506,VEHICLE INTO POLE,270.0,31.9,Side
7507,IMPACTOR INTO VEHICLE,270.0,61.75,Side
7508,IMPACTOR INTO VEHICLE,270.0,62.28,Side
7509,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7510,IMPACTOR INTO VEHICLE,270.0,62.5,Side
7511,VEHICLE INTO POLE,270.0,32.14,Side
7512,VEHICLE INTO POLE,270.0,31.9,Side
7513,ROLLOVER,0.0,0.0,Rollover
7514,ROLLOVER,0.0,0.0,Rollover
7515,ROLLOVER,0.0,0.0,Rollover
7516,VEHICLE INTO BARRIER,0.0,56.44,Frontal
7517,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7518,VEHICLE INTO POLE,270.0,32.19,Side
7519,IMPACTOR INTO VEHICLE,270.0,62.11,Side
7520,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7521,VEHICLE INTO BARRIER,0.0,56.12,Frontal
7522,VEHICLE INTO POLE,270.0,32.0,Side
7523,VEHICLE INTO POLE,270.0,32.1,Side
7524,VEHICLE INTO POLE,270.0,32.2,Side
7525,VEHICLE INTO BARRIER,0.0,56.31,Frontal
7526,VEHICLE INTO BARRIER,0.0,56.1,Frontal
7527,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7528,IMPACTOR INTO VEHICLE,270.0,61.3,Side
7529,VEHICLE INTO POLE,270.0,32.06,Side
7530,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7531,VEHICLE INTO BARRIER,0.0,56.27,Frontal
7532,VEHICLE INTO POLE,270.0,32.1,Side
7533,VEHICLE INTO POLE,270.0,32.24,Side
7534,IMPACTOR INTO VEHICLE,270.0,62.03,Side
7535,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7536,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7537,IMPACTOR INTO VEHICLE,270.0,62.39,Side
7538,VEHICLE INTO POLE,270.0,31.59,Side
7539,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7540,VEHICLE INTO POLE,270.0,32.1,Side
7541,IMPACTOR INTO VEHICLE,270.0,61.4,Side
7542,VEHICLE INTO POLE,270.0,32.41,Side
7543,SLED WITHOUT VEHICLE BODY,10.0,31.3,Sled
7544,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7545,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7546,SLED WITHOUT VEHICLE BODY,10.0,31.3,Sled
7547,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7548,SLED WITHOUT VEHICLE BODY,10.0,31.3,Sled
7549,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7550,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7551,SLED WITHOUT VEHICLE BODY,10.0,31.3,Sled
7552,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7553,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7554,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7555,SLED WITHOUT VEHICLE BODY,10.0,31.4,Sled
7556,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7557,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7558,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7559,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7560,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7561,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7562,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
7563,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7564,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7565,VEHICLE INTO POLE,270.0,32.3,Side
7566,VEHICLE INTO BARRIER,0.0,56.44,Frontal
7567,VEHICLE INTO BARRIER,0.0,56.62,Frontal
7568,VEHICLE INTO POLE,270.0,32.0,Side
7569,VEHICLE INTO BARRIER,0.0,56.14,Frontal
7570,VEHICLE INTO POLE,270.0,32.0,Side
7571,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7572,IMPACTOR INTO VEHICLE,270.0,62.4,Side
7573,VEHICLE INTO BARRIER,0.0,56.31,Frontal
7574,VEHICLE INTO BARRIER,0.0,56.5,Frontal
7576,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7577,VEHICLE INTO BARRIER,0.0,56.53,Frontal
7578,IMPACTOR INTO VEHICLE,270.0,61.96,Side
7579,VEHICLE INTO BARRIER,0.0,56.5,Frontal
7580,IMPACTOR INTO VEHICLE,270.0,62.56,Side
7581,VEHICLE INTO POLE,270.0,32.03,Side
7582,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7583,VEHICLE INTO POLE,270.0,32.4,Side
7584,VEHICLE INTO POLE,270.0,32.0,Side
7585,VEHICLE INTO BARRIER,0.0,56.18,Frontal
7586,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7587,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7588,VEHICLE INTO BARRIER,0.0,56.25,Frontal
7589,IMPACTOR INTO VEHICLE,270.0,62.4,Side
7590,VEHICLE INTO POLE,270.0,32.0,Side
7591,VEHICLE INTO POLE,270.0,31.5,Side
7592,VEHICLE INTO BARRIER,0.0,56.5,Frontal
7593,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7597,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7598,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7599,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7600,VEHICLE INTO POLE,270.0,32.83,Side
7601,VEHICLE INTO POLE,270.0,32.0,Side
7602,IMPACTOR INTO VEHICLE,270.0,61.88,Side
7603,VEHICLE INTO POLE,270.0,32.3,Side
7604,IMPACTOR INTO VEHICLE,270.0,61.8,Side
7605,VEHICLE INTO BARRIER,0.0,56.09,Frontal
7606,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7607,IMPACTOR INTO VEHICLE,270.0,62.02,Side
7608,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7609,VEHICLE INTO BARRIER,0.0,56.34,Frontal
7610,VEHICLE INTO POLE,270.0,32.1,Side
7611,VEHICLE INTO POLE,270.0,32.0,Side
7612,VEHICLE INTO BARRIER,0.0,56.42,Frontal
7613,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7614,VEHICLE INTO BARRIER,0.0,56.23,Frontal
7615,VEHICLE INTO BARRIER,0.0,56.18,Frontal
7616,IMPACTOR INTO VEHICLE,270.0,61.7,Side
7617,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7618,VEHICLE INTO BARRIER,0.0,55.92,Frontal
7619,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7620,VEHICLE INTO BARRIER,0.0,56.0,Frontal
7621,VEHICLE INTO POLE,270.0,32.0,Side
7622,VEHICLE INTO BARRIER,0.0,56.28,Frontal
7623,VEHICLE INTO BARRIER,0.0,56.34,Frontal
7624,VEHICLE INTO BARRIER,0.0,56.41,Frontal
7625,VEHICLE INTO BARRIER,0.0,56.62,Frontal
7626,VEHICLE INTO BARRIER,0.0,56.4,Frontal
7627,VEHICLE INTO BARRIER,0.0,56.58,Frontal
7628,VEHICLE INTO BARRIER,0.0,55.89,Frontal
7629,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7630,VEHICLE INTO POLE,270.0,32.0,Side
7631,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7632,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7633,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7634,VEHICLE INTO POLE,270.0,31.95,Side
7635,VEHICLE INTO POLE,270.0,31.91,Side
7636,IMPACTOR INTO VEHICLE,270.0,61.54,Side
7637,IMPACTOR INTO VEHICLE,270.0,61.88,Side
7638,VEHICLE INTO POLE,270.0,31.74,Side
7639,VEHICLE INTO POLE,270.0,32.54,Side
7640,IMPACTOR INTO VEHICLE,270.0,62.22,Side
7641,VEHICLE INTO BARRIER,0.0,56.1,Frontal
7642,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7643,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7644,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7645,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7646,IMPACTOR INTO VEHICLE,270.0,62.15,Side
7648,IMPACTOR INTO VEHICLE,270.0,62.16,Side
7649,VEHICLE INTO POLE,270.0,32.24,Side
7650,IMPACTOR INTO VEHICLE,270.0,62.06,Side
7651,VEHICLE INTO POLE,270.0,32.69,Side
7652,VEHICLE INTO BARRIER,285.0,31.2,Other
7653,VEHICLE INTO BARRIER,285.0,32.2,Other
7654,VEHICLE INTO BARRIER,285.0,31.8,Other
7655,VEHICLE INTO BARRIER,285.0,32.3,Other
7656,VEHICLE INTO BARRIER,285.0,32.1,Other
7657,VEHICLE INTO BARRIER,285.0,32.1,Other
7658,VEHICLE INTO BARRIER,285.0,31.9,Other
7659,VEHICLE INTO BARRIER,285.0,32.2,Other
7660,VEHICLE INTO BARRIER,285.0,32.1,Other
7661,VEHICLE INTO BARRIER,285.0,32.5,Other
7662,VEHICLE INTO BARRIER,285.0,32.2,Other
7663,VEHICLE INTO BARRIER,285.0,31.9,Other
7690,SLED WITHOUT VEHICLE BODY,0.0,48.1,Sled
7691,SLED WITHOUT VEHICLE BODY,0.0,48.0,Sled
7692,SLED WITHOUT VEHICLE BODY,0.0,48.1,Sled
7693,SLED WITHOUT VEHICLE BODY,0.0,47.4,Sled
7694,SLED WITHOUT VEHICLE BODY,0.0,47.8,Sled
7695,SLED WITHOUT VEHICLE BODY,0.0,47.8,Sled
7696,SLED WITHOUT VEHICLE BODY,0.0,31.7,Sled
7697,SLED WITHOUT VEHICLE BODY,0.0,31.7,Sled
7698,SLED WITHOUT VEHICLE BODY,0.0,31.6,Sled
7699,SLED WITHOUT VEHICLE BODY,0.0,31.7,Sled
7700,SLED WITHOUT VEHICLE BODY,0.0,31.6,Sled
7701,SLED WITHOUT VEHICLE BODY,0.0,31.5,Sled
7702,SLED WITHOUT VEHICLE BODY,0.0,31.6,Sled
7703,SLED WITHOUT VEHICLE BODY,0.0,31.5,Sled
7704,SLED WITHOUT VEHICLE BODY,0.0,48.3,Sled
7705,SLED WITHOUT VEHICLE BODY,0.0,48.3,Sled
7706,SLED WITHOUT VEHICLE BODY,0.0,48.2,Sled
7707,SLED WITHOUT VEHICLE BODY,0.0,47.9,Sled
7708,SLED WITHOUT VEHICLE BODY,0.0,48.1,Sled
7709,SLED WITHOUT VEHICLE BODY,0.0,48.2,Sled
7710,SLED WITHOUT VEHICLE BODY,0.0,48.2,Sled
7711,SLED WITHOUT VEHICLE BODY,0.0,48.3,Sled
7712,SLED WITHOUT VEHICLE BODY,0.0,48.2,Sled
7713,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7714,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7715,VEHICLE INTO POLE,270.0,32.0,Side
7716,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7717,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7718,VEHICLE INTO POLE,270.0,32.0,Side
7719,VEHICLE INTO POLE,270.0,31.9,Side
7720,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7721,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7722,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7723,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7724,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7725,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7727,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7728,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7729,VEHICLE INTO BARRIER,0.0,56.42,Frontal
7730,VEHICLE INTO POLE,270.0,32.1,Side
7731,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7732,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7733,IMPACTOR INTO VEHICLE,270.0,61.81,Side
7734,VEHICLE INTO BARRIER,0.0,56.6,Frontal
7735,VEHICLE INTO POLE,270.0,32.72,Side
7736,VEHICLE INTO POLE,270.0,32.1,Side
7737,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7738,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7739,IMPACTOR INTO VEHICLE,270.0,61.85,Side
7740,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7741,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7742,VEHICLE INTO POLE,270.0,32.1,Side
7743,IMPACTOR INTO VEHICLE,270.0,62.5,Side
7744,VEHICLE INTO BARRIER,0.0,56.67,Frontal
7745,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7746,VEHICLE INTO POLE,270.0,32.54,Side
7747,VEHICLE INTO BARRIER,0.0,55.76,Frontal
7748,VEHICLE INTO POLE,270.0,32.0,Side
7749,IMPACTOR INTO VEHICLE,270.0,61.1,Side
7750,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7751,VEHICLE INTO BARRIER,0.0,56.1,Frontal
7752,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7753,IMPACTOR INTO VEHICLE,270.0,62.1,Side
7754,VEHICLE INTO POLE,270.0,32.3,Side
7755,VEHICLE INTO BARRIER,0.0,56.28,Frontal
7756,VEHICLE INTO POLE,270.0,32.64,Side
7757,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7758,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7767,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7768,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7769,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7770,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7771,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7774,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7776,LOW RISK DEPLOYMENT,0.0,0.0,Other
7777,LOW RISK DEPLOYMENT,0.0,0.0,Other
7778,LOW RISK DEPLOYMENT,0.0,0.0,Other
7779,LOW RISK DEPLOYMENT,0.0,0.0,Other
7780,LOW RISK DEPLOYMENT,0.0,0.0,Other
7781,LOW RISK DEPLOYMENT,0.0,0.0,Other
7782,LOW RISK DEPLOYMENT,0.0,0.0,Other
7783,LOW RISK DEPLOYMENT,0.0,0.0,Other
7784,LOW RISK DEPLOYMENT,0.0,0.0,Other
7785,LOW RISK DEPLOYMENT,0.0,0.0,Other
7786,LOW RISK DEPLOYMENT,0.0,0.0,Other
7787,LOW RISK DEPLOYMENT,0.0,0.0,Other
7788,LOW RISK DEPLOYMENT,0.0,0.0,Other
7789,LOW RISK DEPLOYMENT,0.0,0.0,Other
7790,LOW RISK DEPLOYMENT,0.0,0.0,Other
7791,LOW RISK DEPLOYMENT,0.0,0.0,Other
7792,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7793,VEHICLE INTO BARRIER,0.0,39.6,Frontal
7794,LOW RISK DEPLOYMENT,0.0,0.0,Other
7795,LOW RISK DEPLOYMENT,0.0,0.0,Other
7796,LOW RISK DEPLOYMENT,0.0,0.0,Other
7797,LOW RISK DEPLOYMENT,0.0,0.0,Other
7798,LOW RISK DEPLOYMENT,0.0,0.0,Other
7799,LOW RISK DEPLOYMENT,0.0,0.0,Other
7800,LOW RISK DEPLOYMENT,0.0,0.0,Other
7801,LOW RISK DEPLOYMENT,0.0,0.0,Other
7802,LOW RISK DEPLOYMENT,0.0,0.0,Other
7803,LOW RISK DEPLOYMENT,0.0,0.0,Other
7804,LOW RISK DEPLOYMENT,0.0,0.0,Other
7805,VEHICLE INTO BARRIER,30.0,39.6,Frontal
7806,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7807,LOW RISK DEPLOYMENT,0.0,0.0,Other
7808,LOW RISK DEPLOYMENT,0.0,0.0,Other
7809,LOW RISK DEPLOYMENT,0.0,0.0,Other
7810,LOW RISK DEPLOYMENT,0.0,0.0,Other
7811,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7846,SLED WITHOUT VEHICLE BODY,0.0,58.3,Sled
7847,SLED WITHOUT VEHICLE BODY,0.0,58.3,Sled
7848,SLED WITHOUT VEHICLE BODY,0.0,58.3,Sled
7849,SLED WITHOUT VEHICLE BODY,0.0,58.2,Sled
7850,SLED WITHOUT VEHICLE BODY,0.0,58.5,Sled
7851,IMPACTOR INTO VEHICLE,345.0,90.09,Rear
7852,IMPACTOR INTO VEHICLE,345.0,90.22,Rear
7853,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
7854,VEHICLE INTO POLE,270.0,32.2,Side
7855,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7856,VEHICLE INTO BARRIER,0.0,56.3,Frontal
7857,VEHICLE INTO BARRIER,0.0,56.74,Frontal
7858,IMPACTOR INTO VEHICLE,270.0,62.5,Side
7859,VEHICLE INTO POLE,270.0,31.91,Side
7863,VEHICLE INTO BARRIER,0.0,56.1,Frontal
7865,LOW RISK DEPLOYMENT,0.0,0.0,Other
7866,VEHICLE INTO POLE,270.0,31.2,Side
7868,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7869,VEHICLE INTO BARRIER,0.0,56.4,Frontal
7870,VEHICLE INTO POLE,270.0,32.2,Side
7871,VEHICLE INTO BARRIER,0.0,56.16,Frontal
7872,VEHICLE INTO BARRIER,0.0,55.99,Frontal
7873,VEHICLE INTO BARRIER,0.0,56.08,Frontal
7874,IMPACTOR INTO VEHICLE,270.0,62.12,Side
7875,VEHICLE INTO POLE,270.0,32.63,Side
7876,VEHICLE INTO BARRIER,0.0,55.97,Frontal
7877,IMPACTOR INTO VEHICLE,270.0,62.3,Side
7878,VEHICLE INTO POLE,270.0,32.12,Side
7879,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7880,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7881,LOW RISK DEPLOYMENT,0.0,0.0,Other
7882,LOW RISK DEPLOYMENT,0.0,0.0,Other
7883,LOW RISK DEPLOYMENT,0.0,0.0,Other
7884,LOW RISK DEPLOYMENT,0.0,0.0,Other
7885,LOW RISK DEPLOYMENT,0.0,0.0,Other
7886,LOW RISK DEPLOYMENT,0.0,0.0,Other
7887,LOW RISK DEPLOYMENT,0.0,0.0,Other
7888,LOW RISK DEPLOYMENT,0.0,0.0,Other
7889,LOW RISK DEPLOYMENT,0.0,0.0,Other
7890,LOW RISK DEPLOYMENT,0.0,0.0,Other
7891,LOW RISK DEPLOYMENT,0.0,0.0,Other
7892,LOW RISK DEPLOYMENT,0.0,0.0,Other
7893,VEHICLE INTO BARRIER,30.0,39.8,Frontal
7894,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7895,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7896,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7897,VEHICLE INTO BARRIER,0.0,39.9,Frontal
7898,VEHICLE INTO BARRIER,0.0,39.6,Frontal
7899,LOW RISK DEPLOYMENT,0.0,0.0,Other
7900,LOW RISK DEPLOYMENT,0.0,0.0,Other
7901,LOW RISK DEPLOYMENT,0.0,0.0,Other
7902,LOW RISK DEPLOYMENT,0.0,0.0,Other
7903,LOW RISK DEPLOYMENT,0.0,0.0,Other
7904,LOW RISK DEPLOYMENT,0.0,0.0,Other
7905,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7906,LOW RISK DEPLOYMENT,0.0,0.0,Other
7907,LOW RISK DEPLOYMENT,0.0,0.0,Other
7908,LOW RISK DEPLOYMENT,0.0,0.0,Other
7909,LOW RISK DEPLOYMENT,0.0,0.0,Other
7910,LOW RISK DEPLOYMENT,0.0,0.0,Other
7911,LOW RISK DEPLOYMENT,0.0,0.0,Other
7912,LOW RISK DEPLOYMENT,0.0,0.0,Other
7913,LOW RISK DEPLOYMENT,0.0,0.0,Other
7914,LOW RISK DEPLOYMENT,0.0,0.0,Other
7915,LOW RISK DEPLOYMENT,0.0,0.0,Other
7916,VEHICLE INTO BARRIER,0.0,39.6,Frontal
7917,VEHICLE INTO BARRIER,30.0,39.9,Frontal
7918,LOW RISK DEPLOYMENT,0.0,0.0,Other
7919,LOW RISK DEPLOYMENT,0.0,0.0,Other
7920,LOW RISK DEPLOYMENT,0.0,0.0,Other
7921,LOW RISK DEPLOYMENT,0.0,0.0,Other
7922,LOW RISK DEPLOYMENT,0.0,0.0,Other
7923,LOW RISK DEPLOYMENT,0.0,0.0,Other
7924,LOW RISK DEPLOYMENT,0.0,0.0,Other
7925,LOW RISK DEPLOYMENT,0.0,0.0,Other
7926,LOW RISK DEPLOYMENT,0.0,0.0,Other
7927,LOW RISK DEPLOYMENT,0.0,0.0,Other
7928,LOW RISK DEPLOYMENT,0.0,0.0,Other
7929,LOW RISK DEPLOYMENT,0.0,0.0,Other
7931,VEHICLE INTO BARRIER,0.0,56.37,Frontal
7932,VEHICLE INTO POLE,270.0,32.25,Side
7933,IMPACTOR INTO VEHICLE,270.0,62.48,Side
7935,VEHICLE INTO POLE,270.0,32.54,Side
7936,IMPACTOR INTO VEHICLE,270.0,62.42,Side
7937,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7938,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7939,IMPACTOR INTO VEHICLE,180.0,48.0,Rear
7940,IMPACTOR INTO VEHICLE,270.0,53.1,Side
7941,VEHICLE INTO BARRIER,0.0,55.86,Frontal
7943,VEHICLE INTO POLE,270.0,32.11,Side
7944,IMPACTOR INTO VEHICLE,270.0,62.45,Side
7945,IMPACTOR INTO VEHICLE,270.0,62.14,Side
7946,VEHICLE INTO POLE,270.0,32.86,Side
7947,VEHICLE INTO BARRIER,0.0,56.8,Frontal
7950,VEHICLE INTO POLE,285.0,31.24,Side
7952,VEHICLE INTO POLE,270.0,31.67,Side
7954,IMPACTOR INTO VEHICLE,270.0,61.86,Side
7955,VEHICLE INTO POLE,270.0,32.15,Side
7956,LOW RISK DEPLOYMENT,0.0,0.0,Other
7957,LOW RISK DEPLOYMENT,0.0,0.0,Other
7958,LOW RISK DEPLOYMENT,0.0,0.0,Other
7959,LOW RISK DEPLOYMENT,0.0,0.0,Other
7960,LOW RISK DEPLOYMENT,0.0,0.0,Other
7961,LOW RISK DEPLOYMENT,0.0,0.0,Other
7962,LOW RISK DEPLOYMENT,0.0,0.0,Other
7963,LOW RISK DEPLOYMENT,0.0,0.0,Other
7964,LOW RISK DEPLOYMENT,0.0,0.0,Other
7965,VEHICLE INTO BARRIER,0.0,55.99,Frontal
7966,VEHICLE INTO BARRIER,0.0,56.21,Frontal
7967,IMPACTOR INTO VEHICLE,270.0,62.2,Side
7968,IMPACTOR INTO VEHICLE,270.0,62.22,Side
7969,VEHICLE INTO BARRIER,0.0,56.2,Frontal
7970,IMPACTOR INTO VEHICLE,270.0,62.37,Side
7971,VEHICLE INTO BARRIER,0.0,39.6,Frontal
7972,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7973,VEHICLE INTO BARRIER,0.0,39.8,Frontal
7975,VEHICLE INTO BARRIER,0.0,56.24,Frontal
7976,VEHICLE INTO BARRIER,30.0,39.7,Frontal
7977,VEHICLE INTO BARRIER,0.0,56.06,Frontal
7978,VEHICLE INTO BARRIER,0.0,56.4,Frontal
7979,VEHICLE INTO POLE,270.0,32.17,Side
7980,VEHICLE INTO POLE,270.0,32.32,Side
7981,IMPACTOR INTO VEHICLE,270.0,62.08,Side
7982,VEHICLE INTO POLE,270.0,32.57,Side
7983,VEHICLE INTO BARRIER,0.0,56.6,Frontal
7984,IMPACTOR INTO VEHICLE,270.0,62.46,Side
7985,IMPACTOR INTO VEHICLE,270.0,61.82,Side
7986,IMPACTOR INTO VEHICLE,270.0,62.47,Side
7987,VEHICLE INTO POLE,270.0,32.09,Side
7988,VEHICLE INTO POLE,270.0,32.2,Side
7989,VEHICLE INTO BARRIER,0.0,56.21,Frontal
7990,IMPACTOR INTO VEHICLE,270.0,62.39,Side
7991,VEHICLE INTO BARRIER,0.0,39.6,Frontal
7992,VEHICLE INTO BARRIER,0.0,39.6,Frontal
7993,VEHICLE INTO BARRIER,30.0,39.8,Frontal
7994,IMPACTOR INTO VEHICLE,270.0,61.8,Side
7995,VEHICLE INTO BARRIER,0.0,56.18,Frontal
7996,VEHICLE INTO POLE,270.0,32.06,Side
7997,VEHICLE INTO POLE,270.0,32.12,Side
7998,IMPACTOR INTO VEHICLE,270.0,62.44,Side
7999,VEHICLE INTO POLE,270.0,32.18,Side
8000,VEHICLE INTO BARRIER,0.0,56.25,Frontal
8001,VEHICLE INTO BARRIER,0.0,56.42,Frontal
