TestNo,ChannelName,Rank,Inst_InsCom,Description,Unit
8000,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08000_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0377s, max@0.0164s",gn
8001,10SEATLERE00AC1P,1,V1 LEFT REAR SILL AX,"v08001_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0396s, max@0.04s",gn
8024,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08024_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0365s, max@0.0358s",gn
8026,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08026_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.07984s, max@0.03744s",gn
8027,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08027_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0573s, max@0.0213s",gn
8030,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08030_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0396s, max@0.04528s",gn
8035,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08035_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0178s, max@0.0194s",gn
8036,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08036_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.05096s, max@0.02096s",gn
8038,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08038_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0469s, max@0.0471s",gn
8043,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08043_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0294s, max@0.0301s",gn
8045,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08045_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0166s, max@0.0196s",gn
8048,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08048_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0451s, max@0.0458s",gn
8049,10SEATLERE00AC1P,1,V1 LEFT REAR SILL AX,"v08049_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.012s, max@0.0117s",gn
8055,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08055_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0244s, max@0.0228s",gn
8057,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08057_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0615s, max@0.0885s",gn
8064,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08064_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.045s, max@0.0448s",gn
8066,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08066_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0478s, max@0.0356s",gn
8068,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08068_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0598s, max@0.0594s",gn
8071,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08071_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0335s, max@0.0489s",gn
8077,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08077_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0176s, max@0.0182s",gn
8080,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08080_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0634s, max@0.0636s",gn
8081,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08081_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0701s, max@0.0195s",gn
8091,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08091_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0542s, max@0.0152s",gn
8100,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08100_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0541s, max@0.0443s",gn
8104,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08104_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0213s, max@0.02s",gn
8106,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08106_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0328s, max@0.0182s",gn
8125,10SEATLERE00AC1P,1,V1 LEFT REAR SILL AX,"v08125_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.03205s, max@0.01995s",gn
8151,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08151_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0447s, max@0.0315s",gn
8153,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08153_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0325s, max@0.0196s",gn
8155,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08155_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0447s, max@0.044s",gn
8156,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08156_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0417s, max@0.0242s",gn
8158,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08158_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.04864s, max@0.02696s",gn
8189,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08189_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02016s, max@0.0224s",gn
8191,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08191_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0421s, max@0.0413s",gn
8193,10SEATLERE00AC1P,1,V1 LEFT REAR SILL AX,"v08193_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0553s, max@0.02535s",gn
8204,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08204_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0424s, max@0.0197s",gn
8209,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08209_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0547s, max@0.0451s",gn
8212,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08212_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0101s, max@0.0212s",gn
8213,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08213_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0315s, max@0.0184s",gn
8217,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08217_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0177s, max@0.0601s",gn
8251,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08251_031aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0366s, max@0.0162s",gn
8290,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08290_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02664s, max@0.03944s",gn
8293,10SEATLERE00AC1P,1,V1 LEFT REAR SILL AX,"v08293_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0278s, max@0.0191s",gn
8294,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08294_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0361s, max@0.0334s",gn
8297,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08297_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0459s, max@0.0462s",gn
8308,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08308_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.021s, max@0.0161s",gn
8313,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08313_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.028s, max@0.01712s",gn
8314,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08314_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.009s, max@0.0309s",gn
8316,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08316_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0428s, max@0.043s",gn
8321,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08321_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0487s, max@0.023s",gn
8322,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08322_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0408s, max@0.0406s",gn
8356,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08356_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0368s, max@0.0424s",gn
8358,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08358_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0594s, max@0.0529s",gn
8385,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08385_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0493s, max@0.0196s",gn
8405,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08405_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.066s, max@0.0204s",gn
8407,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08407_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.055s, max@0.0553s",gn
8412,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08412_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0635s, max@0.0173s",gn
8413,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08413_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.05104s, max@0.0276s",gn
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
8446,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08446_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0495s, max@0.0166s",gn
8455,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08455_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0162s, max@0.01575s",gn
8456,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08456_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0181s, max@0.0178s",gn
8457,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08457_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0696s, max@0.11445s",gn
8459,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08459_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0344s, max@0.0296s",gn
8464,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08464_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0369s, max@0.0176s",gn
8470,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08470_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0505s, max@0.1254s",gn
8480,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08480_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0204s, max@0.0202s",gn
8487,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08487_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0907s, max@0.0909s",gn
8495,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08495_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0433s, max@0.0267s",gn
8515,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08515_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0396s, max@0.0214s",gn
8520,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08520_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0377s, max@0.0249s",gn
8521,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08521_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.03384s, max@0.04928s",gn
8526,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08526_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0205s, max@0.0222s",gn
8531,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08531_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0445s, max@0.0539s",gn
8537,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08537_091aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0592s, max@0.05905s",gn
8538,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08538_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0443s, max@0.0222s",gn
8539,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08539_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.02375s, max@0.0278s",gn
8540,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08540_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0169s, max@0.01705s",gn
8543,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08543_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05125s, max@0.04835s",gn
8545,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08545_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0495s, max@0.0558s",gn
8562,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08562_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.00945s, max@0.00965s",gn
8588,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08588_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0636s, max@0.0485s",gn
8589,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08589_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05615s, max@0.00995s",gn
8590,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08590_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.03325s, max@0.0241s",gn
8604,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08604_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.04235s, max@0.05325s",gn
8605,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v08605_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.01888s, max@0.02704s",gn
8641,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08641_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05035s, max@0.04895s",gn
8651,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08651_031aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0477s, max@0.0469s",gn
8660,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v08660_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0603s, max@0.06085s",gn
,,,,,
,,,,,
,,,,,
,,,,,
8748,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08748_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0236s, max@0.0225s",gn
8755,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08755_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0395s, max@0.0397s",gn
8781,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X:NO VALID DATA,"v08781_093af0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@-0.029s, max@-0.0146s",gn
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
8877,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08877_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0192s, max@0.0235s",gn
8878,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08878_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0392s, max@0.0246s",gn
8900,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08900_031aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0539s, max@0.0506s",gn
8901,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08901_031aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0503s, max@0.0146s",gn
8909,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08909_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0444s, max@0.0229s",gn
8949,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08949_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0405s, max@0.034s",gn
8982,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08982_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.014s, max@0.0203s",gn
8987,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v08987_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0617s, max@0.0262s",gn
8988,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v08988_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0377s, max@0.0189s",gn
8993,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X - QUESTIONABLE DELTA-V,"v08993_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0454s, max@0.0278s",gn
9005,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X:No valid data after 40ms,"v09005_093af0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0324s, max@0.0327s",gn
9009,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09009_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0328s, max@0.0237s",gn
9010,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09010_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0421s, max@0.0183s",gn
9011,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09011_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0481s, max@0.0511s",gn
9012,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09012_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0286s, max@0.0368s",gn
9029,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09029_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0594s, max@0.0163s",gn
9030,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09030_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0304s, max@0.0193s",gn
9033,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09033_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.06485s, max@0.01785s",gn
9035,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09035_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0537s, max@0.0157s",gn
9047,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09047_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.051s, max@0.0156s",gn
9048,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09048_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.055s, max@0.05135s",gn
9051,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09051_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0178s, max@0.0144s",gn
9059,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09059_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0649s, max@0.0198s",gn
9065,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09065_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.06144s, max@0.04336s",gn
9068,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09068_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0439s, max@0.0407s",gn
9069,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09069_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.04976s, max@0.01384s",gn
9070,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09070_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0386s, max@0.041s",gn
9077,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09077_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.03825s, max@0.0396s",gn
9078,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09078_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0354s, max@0.0214s",gn
9079,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09079_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.04015s, max@0.0674s",gn
9080,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09080_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.03605s, max@0.03735s",gn
9086,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09086_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.06005s, max@0.01955s",gn
9097,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09097_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.027s, max@0.0248s",gn
9111,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09111_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0761s, max@0.0337s",gn
9114,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09114_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0248s, max@0.0231s",gn
9136,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09136_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0281s, max@0.0455s",gn
9156,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09156_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0594s, max@0.0443s",gn
9157,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09157_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0432s, max@0.0168s",gn
9160,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09160_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0224s, max@0.0215s",gn
9166,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09166_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0485s, max@0.0409s",gn
9248,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09248_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0104s, max@0.0389s",gn
9250,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09250_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0181s, max@0.0618s",gn
9252,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09252_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0457s, max@0.0264s",gn
